,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,2,mean_squared_error,10,1,sigmoid,1.986336889947673,24,std
1,tanh,1200,2,mean_squared_error,12,1,sigmoid,2.3961051151292856,24,std
2,tanh,1200,2,mean_squared_error,14,1,sigmoid,2.4295927676402007,24,std
3,tanh,1200,2,mean_squared_error,16,1,sigmoid,1.8919528828775447,24,std
4,tanh,1200,2,mean_squared_error,18,1,sigmoid,1.7674145086508115,24,std
5,tanh,1200,2,mean_squared_error,20,1,sigmoid,1.8358041300220787,24,std
6,tanh,1200,2,mean_squared_error,22,1,sigmoid,1.773516933862415,24,std
7,tanh,1200,2,mean_squared_error,24,1,sigmoid,1.6851553894056615,24,std
8,tanh,1200,2,mean_squared_error,26,1,sigmoid,1.631129887697866,24,std
9,tanh,1200,2,mean_squared_error,28,1,sigmoid,1.836228657280567,24,std
10,tanh,1200,2,mean_squared_error,30,1,sigmoid,1.553501379052711,24,std
11,tanh,1200,2,mean_squared_error,32,1,sigmoid,1.553730018332888,24,std
12,sigmoid,1200,2,mean_squared_error,10,1,sigmoid,6.2543642994633775,24,std
13,sigmoid,1200,2,mean_squared_error,12,1,sigmoid,3.164277495044487,24,std
14,sigmoid,1200,2,mean_squared_error,14,1,sigmoid,4.237677972473493,24,std
15,sigmoid,1200,2,mean_squared_error,16,1,sigmoid,2.9498674049279896,24,std
16,sigmoid,1200,2,mean_squared_error,18,1,sigmoid,2.5062492730658597,24,std
17,sigmoid,1200,2,mean_squared_error,20,1,sigmoid,2.8424046021847205,24,std
18,sigmoid,1200,2,mean_squared_error,22,1,sigmoid,2.314762601546287,24,std
19,sigmoid,1200,2,mean_squared_error,24,1,sigmoid,2.554623167831395,24,std
20,sigmoid,1200,2,mean_squared_error,26,1,sigmoid,2.490782883162717,24,std
21,sigmoid,1200,2,mean_squared_error,28,1,sigmoid,2.59690317345003,24,std
22,sigmoid,1200,2,mean_squared_error,30,1,sigmoid,2.4847633060799788,24,std
23,sigmoid,1200,2,mean_squared_error,32,1,sigmoid,2.495865786818083,24,std
