,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,3,mean_squared_error,10,1,sigmoid,1.7186026848952205,48,std
1,tanh,1200,3,mean_squared_error,12,1,sigmoid,1.9277522897411556,48,std
2,tanh,1200,3,mean_squared_error,14,1,sigmoid,1.7142921617776028,48,std
3,tanh,1200,3,mean_squared_error,16,1,sigmoid,1.7079440264761896,48,std
4,tanh,1200,3,mean_squared_error,18,1,sigmoid,1.599382464940805,48,std
5,tanh,1200,3,mean_squared_error,20,1,sigmoid,1.6231735205639275,48,std
6,tanh,1200,3,mean_squared_error,22,1,sigmoid,1.6362454957064616,48,std
7,tanh,1200,3,mean_squared_error,24,1,sigmoid,1.5750721792043492,48,std
8,tanh,1200,3,mean_squared_error,26,1,sigmoid,1.5531055428160736,48,std
9,tanh,1200,3,mean_squared_error,28,1,sigmoid,1.5897727931120198,48,std
10,tanh,1200,3,mean_squared_error,30,1,sigmoid,1.535255189749239,48,std
11,tanh,1200,3,mean_squared_error,32,1,sigmoid,1.545267055439834,48,std
12,sigmoid,1200,3,mean_squared_error,10,1,sigmoid,2.6784019942259896,48,std
13,sigmoid,1200,3,mean_squared_error,12,1,sigmoid,2.1643794407602868,48,std
14,sigmoid,1200,3,mean_squared_error,14,1,sigmoid,2.6780847126390523,48,std
15,sigmoid,1200,3,mean_squared_error,16,1,sigmoid,2.191221434326263,48,std
16,sigmoid,1200,3,mean_squared_error,18,1,sigmoid,1.8590060689685166,48,std
17,sigmoid,1200,3,mean_squared_error,20,1,sigmoid,2.0546149229601003,48,std
18,sigmoid,1200,3,mean_squared_error,22,1,sigmoid,1.7943177956209608,48,std
19,sigmoid,1200,3,mean_squared_error,24,1,sigmoid,1.8401311627717296,48,std
20,sigmoid,1200,3,mean_squared_error,26,1,sigmoid,1.8394088465193121,48,std
21,sigmoid,1200,3,mean_squared_error,28,1,sigmoid,1.8015353610151665,48,std
22,sigmoid,1200,3,mean_squared_error,30,1,sigmoid,1.811053369451734,48,std
23,sigmoid,1200,3,mean_squared_error,32,1,sigmoid,1.9061793746364755,48,std
