,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,3,mean_squared_error,10,1,sigmoid,1.7483940495799917,24,std
1,tanh,1200,3,mean_squared_error,12,1,sigmoid,1.9964235059084199,24,std
2,tanh,1200,3,mean_squared_error,14,1,sigmoid,1.7674864802699104,24,std
3,tanh,1200,3,mean_squared_error,16,1,sigmoid,1.7424904461366422,24,std
4,tanh,1200,3,mean_squared_error,18,1,sigmoid,1.6205568764622431,24,std
5,tanh,1200,3,mean_squared_error,20,1,sigmoid,1.6721053768196823,24,std
6,tanh,1200,3,mean_squared_error,22,1,sigmoid,1.6684357538585284,24,std
7,tanh,1200,3,mean_squared_error,24,1,sigmoid,1.6030355437896349,24,std
8,tanh,1200,3,mean_squared_error,26,1,sigmoid,1.5919683978458743,24,std
9,tanh,1200,3,mean_squared_error,28,1,sigmoid,1.646550869995751,24,std
10,tanh,1200,3,mean_squared_error,30,1,sigmoid,1.556042274099114,24,std
11,tanh,1200,3,mean_squared_error,32,1,sigmoid,1.560316178408218,24,std
12,sigmoid,1200,3,mean_squared_error,10,1,sigmoid,2.6961000068136562,24,std
13,sigmoid,1200,3,mean_squared_error,12,1,sigmoid,2.191402793658175,24,std
14,sigmoid,1200,3,mean_squared_error,14,1,sigmoid,2.6821455775659917,24,std
15,sigmoid,1200,3,mean_squared_error,16,1,sigmoid,2.2177038438326124,24,std
16,sigmoid,1200,3,mean_squared_error,18,1,sigmoid,1.9069515523253464,24,std
17,sigmoid,1200,3,mean_squared_error,20,1,sigmoid,2.1102928410791764,24,std
18,sigmoid,1200,3,mean_squared_error,22,1,sigmoid,1.8346349078738247,24,std
19,sigmoid,1200,3,mean_squared_error,24,1,sigmoid,1.8884766630948207,24,std
20,sigmoid,1200,3,mean_squared_error,26,1,sigmoid,1.8854656494457855,24,std
21,sigmoid,1200,3,mean_squared_error,28,1,sigmoid,1.8496378743707498,24,std
22,sigmoid,1200,3,mean_squared_error,30,1,sigmoid,1.864768827298465,24,std
23,sigmoid,1200,3,mean_squared_error,32,1,sigmoid,1.9477695397344568,24,std
