,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,4,mean_squared_error,10,1,sigmoid,2.3305222259354115,336,minmax2
1,tanh,1200,4,mean_squared_error,12,1,sigmoid,3.2683655618968883,336,minmax2
2,tanh,1200,4,mean_squared_error,14,1,sigmoid,3.052829656731659,336,minmax2
3,tanh,1200,4,mean_squared_error,16,1,sigmoid,3.1291455366392484,336,minmax2
4,tanh,1200,4,mean_squared_error,18,1,sigmoid,2.3578514416910905,336,minmax2
5,tanh,1200,4,mean_squared_error,20,1,sigmoid,2.508018895550597,336,minmax2
6,tanh,1200,4,mean_squared_error,22,1,sigmoid,2.5296800005835505,336,minmax2
7,tanh,1200,4,mean_squared_error,24,1,sigmoid,2.265866005855601,336,minmax2
8,tanh,1200,4,mean_squared_error,26,1,sigmoid,2.1186562377992324,336,minmax2
9,tanh,1200,4,mean_squared_error,28,1,sigmoid,2.1704518706275415,336,minmax2
10,tanh,1200,4,mean_squared_error,30,1,sigmoid,1.702590206744155,336,minmax2
11,tanh,1200,4,mean_squared_error,32,1,sigmoid,1.954944668907891,336,minmax2
12,sigmoid,1200,4,mean_squared_error,10,1,sigmoid,6.528112784788974,336,minmax2
13,sigmoid,1200,4,mean_squared_error,12,1,sigmoid,2.937238104638166,336,minmax2
14,sigmoid,1200,4,mean_squared_error,14,1,sigmoid,5.880149685263581,336,minmax2
15,sigmoid,1200,4,mean_squared_error,16,1,sigmoid,2.9325169148040784,336,minmax2
16,sigmoid,1200,4,mean_squared_error,18,1,sigmoid,5.903144566308861,336,minmax2
17,sigmoid,1200,4,mean_squared_error,20,1,sigmoid,7.518107375897589,336,minmax2
18,sigmoid,1200,4,mean_squared_error,22,1,sigmoid,2.6208635120028845,336,minmax2
19,sigmoid,1200,4,mean_squared_error,24,1,sigmoid,3.670404872666514,336,minmax2
20,sigmoid,1200,4,mean_squared_error,26,1,sigmoid,2.694802942784667,336,minmax2
21,sigmoid,1200,4,mean_squared_error,28,1,sigmoid,4.93546660353925,336,minmax2
22,sigmoid,1200,4,mean_squared_error,30,1,sigmoid,3.230149234443198,336,minmax2
23,sigmoid,1200,4,mean_squared_error,32,1,sigmoid,6.556631482729675,336,minmax2
