,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,2,mean_squared_error,10,1,sigmoid,2.3172816070439066,672,minmax1
1,tanh,1200,2,mean_squared_error,12,1,sigmoid,3.2388692325278075,672,minmax1
2,tanh,1200,2,mean_squared_error,14,1,sigmoid,2.6318370527403636,672,minmax1
3,tanh,1200,2,mean_squared_error,16,1,sigmoid,2.2292682131618804,672,minmax1
4,tanh,1200,2,mean_squared_error,18,1,sigmoid,1.9068447980100498,672,minmax1
5,tanh,1200,2,mean_squared_error,20,1,sigmoid,2.509633916504957,672,minmax1
6,tanh,1200,2,mean_squared_error,22,1,sigmoid,2.3016336732402314,672,minmax1
7,tanh,1200,2,mean_squared_error,24,1,sigmoid,1.8151120894626156,672,minmax1
8,tanh,1200,2,mean_squared_error,26,1,sigmoid,1.736882473019446,672,minmax1
9,tanh,1200,2,mean_squared_error,28,1,sigmoid,2.527484136800189,672,minmax1
10,tanh,1200,2,mean_squared_error,30,1,sigmoid,1.6114328976898138,672,minmax1
11,tanh,1200,2,mean_squared_error,32,1,sigmoid,1.715842069072717,672,minmax1
12,sigmoid,1200,2,mean_squared_error,10,1,sigmoid,9.24309086502903,672,minmax1
13,sigmoid,1200,2,mean_squared_error,12,1,sigmoid,5.929255091581211,672,minmax1
14,sigmoid,1200,2,mean_squared_error,14,1,sigmoid,8.187669210764453,672,minmax1
15,sigmoid,1200,2,mean_squared_error,16,1,sigmoid,6.962984807601727,672,minmax1
16,sigmoid,1200,2,mean_squared_error,18,1,sigmoid,3.0897195262348625,672,minmax1
17,sigmoid,1200,2,mean_squared_error,20,1,sigmoid,4.214921907163627,672,minmax1
18,sigmoid,1200,2,mean_squared_error,22,1,sigmoid,4.012061317591193,672,minmax1
19,sigmoid,1200,2,mean_squared_error,24,1,sigmoid,3.675623418759445,672,minmax1
20,sigmoid,1200,2,mean_squared_error,26,1,sigmoid,4.783672759393689,672,minmax1
21,sigmoid,1200,2,mean_squared_error,28,1,sigmoid,2.957915335859734,672,minmax1
22,sigmoid,1200,2,mean_squared_error,30,1,sigmoid,3.341251197641483,672,minmax1
23,sigmoid,1200,2,mean_squared_error,32,1,sigmoid,4.756924217573826,672,minmax1
