,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,4,mean_squared_error,10,1,sigmoid,1.7036246712059169,672,std
1,tanh,1200,4,mean_squared_error,12,1,sigmoid,2.0461713656124223,672,std
2,tanh,1200,4,mean_squared_error,14,1,sigmoid,1.705916381585719,672,std
3,tanh,1200,4,mean_squared_error,16,1,sigmoid,1.5732846850219047,672,std
4,tanh,1200,4,mean_squared_error,18,1,sigmoid,1.6125064634930681,672,std
5,tanh,1200,4,mean_squared_error,20,1,sigmoid,1.545169365530655,672,std
6,tanh,1200,4,mean_squared_error,22,1,sigmoid,1.5416698494894356,672,std
7,tanh,1200,4,mean_squared_error,24,1,sigmoid,1.4990087405951467,672,std
8,tanh,1200,4,mean_squared_error,26,1,sigmoid,1.5063060683886311,672,std
9,tanh,1200,4,mean_squared_error,28,1,sigmoid,1.525195271702245,672,std
10,tanh,1200,4,mean_squared_error,30,1,sigmoid,1.4784620819788825,672,std
11,tanh,1200,4,mean_squared_error,32,1,sigmoid,1.4894590947625803,672,std
12,sigmoid,1200,4,mean_squared_error,10,1,sigmoid,2.7003495335832164,672,std
13,sigmoid,1200,4,mean_squared_error,12,1,sigmoid,2.0507044308253874,672,std
14,sigmoid,1200,4,mean_squared_error,14,1,sigmoid,2.4630854150012396,672,std
15,sigmoid,1200,4,mean_squared_error,16,1,sigmoid,2.1257237764653927,672,std
16,sigmoid,1200,4,mean_squared_error,18,1,sigmoid,1.8884475755903467,672,std
17,sigmoid,1200,4,mean_squared_error,20,1,sigmoid,1.9538954741226284,672,std
18,sigmoid,1200,4,mean_squared_error,22,1,sigmoid,1.7130836905721598,672,std
19,sigmoid,1200,4,mean_squared_error,24,1,sigmoid,1.7532715601779651,672,std
20,sigmoid,1200,4,mean_squared_error,26,1,sigmoid,1.7099431292009717,672,std
21,sigmoid,1200,4,mean_squared_error,28,1,sigmoid,1.7647169241799774,672,std
22,sigmoid,1200,4,mean_squared_error,30,1,sigmoid,1.6825744237834142,672,std
23,sigmoid,1200,4,mean_squared_error,32,1,sigmoid,1.889249368045878,672,std
