,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,4,mean_squared_error,10,1,sigmoid,2.2317147474438954,24,minmax1
1,tanh,1200,4,mean_squared_error,12,1,sigmoid,4.675214075018424,24,minmax1
2,tanh,1200,4,mean_squared_error,14,1,sigmoid,2.5503065153323616,24,minmax1
3,tanh,1200,4,mean_squared_error,16,1,sigmoid,1.948129361060643,24,minmax1
4,tanh,1200,4,mean_squared_error,18,1,sigmoid,2.3480340496470107,24,minmax1
5,tanh,1200,4,mean_squared_error,20,1,sigmoid,2.362905610962786,24,minmax1
6,tanh,1200,4,mean_squared_error,22,1,sigmoid,2.0437520277649797,24,minmax1
7,tanh,1200,4,mean_squared_error,24,1,sigmoid,1.8502184999395097,24,minmax1
8,tanh,1200,4,mean_squared_error,26,1,sigmoid,1.7669262541757345,24,minmax1
9,tanh,1200,4,mean_squared_error,28,1,sigmoid,2.197264513342401,24,minmax1
10,tanh,1200,4,mean_squared_error,30,1,sigmoid,1.9146434890281168,24,minmax1
11,tanh,1200,4,mean_squared_error,32,1,sigmoid,1.9257244552111479,24,minmax1
12,sigmoid,1200,4,mean_squared_error,10,1,sigmoid,9.114307997389652,24,minmax1
13,sigmoid,1200,4,mean_squared_error,12,1,sigmoid,5.744161979070082,24,minmax1
14,sigmoid,1200,4,mean_squared_error,14,1,sigmoid,8.552932753742162,24,minmax1
15,sigmoid,1200,4,mean_squared_error,16,1,sigmoid,7.221988637294074,24,minmax1
16,sigmoid,1200,4,mean_squared_error,18,1,sigmoid,3.1606362230703207,24,minmax1
17,sigmoid,1200,4,mean_squared_error,20,1,sigmoid,3.9742694979255435,24,minmax1
18,sigmoid,1200,4,mean_squared_error,22,1,sigmoid,3.872004604895239,24,minmax1
19,sigmoid,1200,4,mean_squared_error,24,1,sigmoid,3.6217857994902842,24,minmax1
20,sigmoid,1200,4,mean_squared_error,26,1,sigmoid,4.778870607172811,24,minmax1
21,sigmoid,1200,4,mean_squared_error,28,1,sigmoid,3.0481226389417317,24,minmax1
22,sigmoid,1200,4,mean_squared_error,30,1,sigmoid,3.495668431764351,24,minmax1
23,sigmoid,1200,4,mean_squared_error,32,1,sigmoid,4.832865347405173,24,minmax1
