,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,8,mean_squared_error,10,1,sigmoid,2.2744584734158932,48,minmax2
1,tanh,1200,8,mean_squared_error,12,1,sigmoid,4.727610076269982,48,minmax2
2,tanh,1200,8,mean_squared_error,14,1,sigmoid,2.2916847335782724,48,minmax2
3,tanh,1200,8,mean_squared_error,16,1,sigmoid,2.350483932305001,48,minmax2
4,tanh,1200,8,mean_squared_error,18,1,sigmoid,2.4945575844820937,48,minmax2
5,tanh,1200,8,mean_squared_error,20,1,sigmoid,2.3709803117487653,48,minmax2
6,tanh,1200,8,mean_squared_error,22,1,sigmoid,2.255817790450112,48,minmax2
7,tanh,1200,8,mean_squared_error,24,1,sigmoid,1.7896876105012616,48,minmax2
8,tanh,1200,8,mean_squared_error,26,1,sigmoid,1.769452037861371,48,minmax2
9,tanh,1200,8,mean_squared_error,28,1,sigmoid,2.0710792547915338,48,minmax2
10,tanh,1200,8,mean_squared_error,30,1,sigmoid,1.8103465117726947,48,minmax2
11,tanh,1200,8,mean_squared_error,32,1,sigmoid,1.9960578076948143,48,minmax2
12,sigmoid,1200,8,mean_squared_error,10,1,sigmoid,6.223726054963148,48,minmax2
13,sigmoid,1200,8,mean_squared_error,12,1,sigmoid,3.334894106168533,48,minmax2
14,sigmoid,1200,8,mean_squared_error,14,1,sigmoid,6.386993508462855,48,minmax2
15,sigmoid,1200,8,mean_squared_error,16,1,sigmoid,3.1960716673630123,48,minmax2
16,sigmoid,1200,8,mean_squared_error,18,1,sigmoid,6.465939732426196,48,minmax2
17,sigmoid,1200,8,mean_squared_error,20,1,sigmoid,8.000845089396512,48,minmax2
18,sigmoid,1200,8,mean_squared_error,22,1,sigmoid,2.7972380131990366,48,minmax2
19,sigmoid,1200,8,mean_squared_error,24,1,sigmoid,2.96944907904782,48,minmax2
20,sigmoid,1200,8,mean_squared_error,26,1,sigmoid,2.7519091287990074,48,minmax2
21,sigmoid,1200,8,mean_squared_error,28,1,sigmoid,4.7923465590690055,48,minmax2
22,sigmoid,1200,8,mean_squared_error,30,1,sigmoid,3.2574714655497585,48,minmax2
23,sigmoid,1200,8,mean_squared_error,32,1,sigmoid,7.071357296947789,48,minmax2
