,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,8,mean_squared_error,10,1,sigmoid,1.9885598717950537,72,std
1,tanh,1200,8,mean_squared_error,12,1,sigmoid,2.28764906311074,72,std
2,tanh,1200,8,mean_squared_error,14,1,sigmoid,2.252925231879948,72,std
3,tanh,1200,8,mean_squared_error,16,1,sigmoid,1.9097721871221844,72,std
4,tanh,1200,8,mean_squared_error,18,1,sigmoid,1.7624781126998228,72,std
5,tanh,1200,8,mean_squared_error,20,1,sigmoid,1.805655815422039,72,std
6,tanh,1200,8,mean_squared_error,22,1,sigmoid,1.7198045677954712,72,std
7,tanh,1200,8,mean_squared_error,24,1,sigmoid,1.6655009175463527,72,std
8,tanh,1200,8,mean_squared_error,26,1,sigmoid,1.643718988946182,72,std
9,tanh,1200,8,mean_squared_error,28,1,sigmoid,1.7953897787230673,72,std
10,tanh,1200,8,mean_squared_error,30,1,sigmoid,1.550854540791706,72,std
11,tanh,1200,8,mean_squared_error,32,1,sigmoid,1.5409399706026912,72,std
12,sigmoid,1200,8,mean_squared_error,10,1,sigmoid,6.181480950207521,72,std
13,sigmoid,1200,8,mean_squared_error,12,1,sigmoid,3.20810328638557,72,std
14,sigmoid,1200,8,mean_squared_error,14,1,sigmoid,4.280447301149181,72,std
15,sigmoid,1200,8,mean_squared_error,16,1,sigmoid,2.986831240919942,72,std
16,sigmoid,1200,8,mean_squared_error,18,1,sigmoid,2.5180115016763267,72,std
17,sigmoid,1200,8,mean_squared_error,20,1,sigmoid,2.8579085981855292,72,std
18,sigmoid,1200,8,mean_squared_error,22,1,sigmoid,2.3113421849279687,72,std
19,sigmoid,1200,8,mean_squared_error,24,1,sigmoid,2.562309549904363,72,std
20,sigmoid,1200,8,mean_squared_error,26,1,sigmoid,2.4849347657203005,72,std
21,sigmoid,1200,8,mean_squared_error,28,1,sigmoid,2.60375976088102,72,std
22,sigmoid,1200,8,mean_squared_error,30,1,sigmoid,2.48714979139169,72,std
23,sigmoid,1200,8,mean_squared_error,32,1,sigmoid,2.498840692591659,72,std
