,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,2,mean_squared_error,10,1,sigmoid,2.917764475654415,672,minmax2
1,tanh,1200,2,mean_squared_error,12,1,sigmoid,3.835060019025091,672,minmax2
2,tanh,1200,2,mean_squared_error,14,1,sigmoid,2.3029393276673242,672,minmax2
3,tanh,1200,2,mean_squared_error,16,1,sigmoid,2.2009394594850487,672,minmax2
4,tanh,1200,2,mean_squared_error,18,1,sigmoid,1.970942432570335,672,minmax2
5,tanh,1200,2,mean_squared_error,20,1,sigmoid,2.9262246095678393,672,minmax2
6,tanh,1200,2,mean_squared_error,22,1,sigmoid,2.1598371543327777,672,minmax2
7,tanh,1200,2,mean_squared_error,24,1,sigmoid,1.8849918859130441,672,minmax2
8,tanh,1200,2,mean_squared_error,26,1,sigmoid,1.661191264201297,672,minmax2
9,tanh,1200,2,mean_squared_error,28,1,sigmoid,1.9349481770942112,672,minmax2
10,tanh,1200,2,mean_squared_error,30,1,sigmoid,1.6843996525702845,672,minmax2
11,tanh,1200,2,mean_squared_error,32,1,sigmoid,1.8297810106738372,672,minmax2
12,sigmoid,1200,2,mean_squared_error,10,1,sigmoid,6.716929008224453,672,minmax2
13,sigmoid,1200,2,mean_squared_error,12,1,sigmoid,2.856165584855983,672,minmax2
14,sigmoid,1200,2,mean_squared_error,14,1,sigmoid,6.29649405119024,672,minmax2
15,sigmoid,1200,2,mean_squared_error,16,1,sigmoid,2.7848683842749837,672,minmax2
16,sigmoid,1200,2,mean_squared_error,18,1,sigmoid,6.255182958350609,672,minmax2
17,sigmoid,1200,2,mean_squared_error,20,1,sigmoid,7.874362197193183,672,minmax2
18,sigmoid,1200,2,mean_squared_error,22,1,sigmoid,2.529026359578542,672,minmax2
19,sigmoid,1200,2,mean_squared_error,24,1,sigmoid,4.277522539111924,672,minmax2
20,sigmoid,1200,2,mean_squared_error,26,1,sigmoid,2.6432198388290167,672,minmax2
21,sigmoid,1200,2,mean_squared_error,28,1,sigmoid,5.571237131170978,672,minmax2
22,sigmoid,1200,2,mean_squared_error,30,1,sigmoid,3.7176451931465717,672,minmax2
23,sigmoid,1200,2,mean_squared_error,32,1,sigmoid,6.777640967173021,672,minmax2
