,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,2,mean_squared_error,10,1,sigmoid,2.5621406101284827,48,minmax1
1,tanh,1200,2,mean_squared_error,12,1,sigmoid,3.6464278812778805,48,minmax1
2,tanh,1200,2,mean_squared_error,14,1,sigmoid,2.8554232160526487,48,minmax1
3,tanh,1200,2,mean_squared_error,16,1,sigmoid,2.795983405704191,48,minmax1
4,tanh,1200,2,mean_squared_error,18,1,sigmoid,2.094020920476275,48,minmax1
5,tanh,1200,2,mean_squared_error,20,1,sigmoid,2.759706630646311,48,minmax1
6,tanh,1200,2,mean_squared_error,22,1,sigmoid,2.453838910573785,48,minmax1
7,tanh,1200,2,mean_squared_error,24,1,sigmoid,2.0701023133132535,48,minmax1
8,tanh,1200,2,mean_squared_error,26,1,sigmoid,1.9798246456964443,48,minmax1
9,tanh,1200,2,mean_squared_error,28,1,sigmoid,2.7318727986942934,48,minmax1
10,tanh,1200,2,mean_squared_error,30,1,sigmoid,1.8304808035078266,48,minmax1
11,tanh,1200,2,mean_squared_error,32,1,sigmoid,1.8293210449376474,48,minmax1
12,sigmoid,1200,2,mean_squared_error,10,1,sigmoid,9.801206998751162,48,minmax1
13,sigmoid,1200,2,mean_squared_error,12,1,sigmoid,6.3202689362949425,48,minmax1
14,sigmoid,1200,2,mean_squared_error,14,1,sigmoid,8.722760358920198,48,minmax1
15,sigmoid,1200,2,mean_squared_error,16,1,sigmoid,7.3941707683782125,48,minmax1
16,sigmoid,1200,2,mean_squared_error,18,1,sigmoid,3.536646830967442,48,minmax1
17,sigmoid,1200,2,mean_squared_error,20,1,sigmoid,4.494672489921551,48,minmax1
18,sigmoid,1200,2,mean_squared_error,22,1,sigmoid,4.436659230089333,48,minmax1
19,sigmoid,1200,2,mean_squared_error,24,1,sigmoid,4.322813497800368,48,minmax1
20,sigmoid,1200,2,mean_squared_error,26,1,sigmoid,5.220161465443107,48,minmax1
21,sigmoid,1200,2,mean_squared_error,28,1,sigmoid,3.2490870760691264,48,minmax1
22,sigmoid,1200,2,mean_squared_error,30,1,sigmoid,3.8623596372192877,48,minmax1
23,sigmoid,1200,2,mean_squared_error,32,1,sigmoid,4.987510474607575,48,minmax1
