,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,4,mean_squared_error,10,1,sigmoid,1.8356282902459926,168,std
1,tanh,1200,4,mean_squared_error,12,1,sigmoid,2.236701437704737,168,std
2,tanh,1200,4,mean_squared_error,14,1,sigmoid,1.853445399262439,168,std
3,tanh,1200,4,mean_squared_error,16,1,sigmoid,1.6658143625068103,168,std
4,tanh,1200,4,mean_squared_error,18,1,sigmoid,1.686376998661905,168,std
5,tanh,1200,4,mean_squared_error,20,1,sigmoid,1.7175980301200775,168,std
6,tanh,1200,4,mean_squared_error,22,1,sigmoid,1.6077829682339908,168,std
7,tanh,1200,4,mean_squared_error,24,1,sigmoid,1.5727334714783092,168,std
8,tanh,1200,4,mean_squared_error,26,1,sigmoid,1.575804144673677,168,std
9,tanh,1200,4,mean_squared_error,28,1,sigmoid,1.5919419694381656,168,std
10,tanh,1200,4,mean_squared_error,30,1,sigmoid,1.5218186611745974,168,std
11,tanh,1200,4,mean_squared_error,32,1,sigmoid,1.5347757064130947,168,std
12,sigmoid,1200,4,mean_squared_error,10,1,sigmoid,2.9965182802652492,168,std
13,sigmoid,1200,4,mean_squared_error,12,1,sigmoid,2.1953316920616492,168,std
14,sigmoid,1200,4,mean_squared_error,14,1,sigmoid,2.744961936749311,168,std
15,sigmoid,1200,4,mean_squared_error,16,1,sigmoid,2.315708671273714,168,std
16,sigmoid,1200,4,mean_squared_error,18,1,sigmoid,2.0720016197360027,168,std
17,sigmoid,1200,4,mean_squared_error,20,1,sigmoid,2.1327820892414553,168,std
18,sigmoid,1200,4,mean_squared_error,22,1,sigmoid,1.8574979527280353,168,std
19,sigmoid,1200,4,mean_squared_error,24,1,sigmoid,1.930586305638086,168,std
20,sigmoid,1200,4,mean_squared_error,26,1,sigmoid,1.8735670132745599,168,std
21,sigmoid,1200,4,mean_squared_error,28,1,sigmoid,1.935783334104881,168,std
22,sigmoid,1200,4,mean_squared_error,30,1,sigmoid,1.8643660286660524,168,std
23,sigmoid,1200,4,mean_squared_error,32,1,sigmoid,2.04029318262452,168,std
