,activation,filters,imfs,lags,maxpool,timesteps,score,preprocess
0,relu,2,8,6,True,336,7.317816313337312,std
1,relu,2,8,6,False,336,4.224747054419674,std
2,relu,2,8,12,True,336,7.318566535454233,std
3,relu,2,8,12,False,336,3.784808886699092,std
4,relu,2,8,18,True,336,11.02512852432323,std
5,relu,2,8,18,False,336,4.519543412118483,std
6,relu,2,8,24,True,336,10.020505655361294,std
7,relu,2,8,24,False,336,3.1257089517204473,std
8,relu,2,8,30,True,336,11.021942581976353,std
9,relu,2,8,30,False,336,3.1479972156163045,std
10,relu,2,8,36,True,336,12.012477516201306,std
11,relu,2,8,36,False,336,3.1752144309873866,std
12,relu,2,8,42,True,336,11.103989347118972,std
13,relu,2,8,42,False,336,4.5067487914698035,std
14,relu,2,8,48,True,336,10.47381510620616,std
15,relu,2,8,48,False,336,4.1316281086291955,std
16,relu,3,8,6,True,336,7.766262801259316,std
17,relu,3,8,6,False,336,3.1702950618344308,std
18,relu,3,8,12,True,336,7.239624945585383,std
19,relu,3,8,12,False,336,2.6589755254214467,std
20,relu,3,8,18,True,336,9.639919183975328,std
21,relu,3,8,18,False,336,2.5191983780900205,std
22,relu,3,8,24,True,336,8.726958051434387,std
23,relu,3,8,24,False,336,2.4427036303129515,std
24,relu,3,8,30,True,336,10.11968552136376,std
25,relu,3,8,30,False,336,2.625366929723479,std
26,relu,3,8,36,True,336,10.865969557624133,std
27,relu,3,8,36,False,336,2.4536732015725398,std
28,relu,3,8,42,True,336,10.631972371800563,std
29,relu,3,8,42,False,336,2.5377662964091607,std
30,relu,3,8,48,True,336,10.771453203658586,std
31,relu,3,8,48,False,336,2.683370174816435,std
32,relu,4,8,6,True,336,6.507186288571636,std
33,relu,4,8,6,False,336,3.3800003162803,std
34,relu,4,8,12,True,336,7.308893594683419,std
35,relu,4,8,12,False,336,2.728507694028586,std
36,relu,4,8,18,True,336,8.997899099617229,std
37,relu,4,8,18,False,336,2.5011724424756108,std
38,relu,4,8,24,True,336,8.688249918472785,std
39,relu,4,8,24,False,336,2.913642457223057,std
40,relu,4,8,30,True,336,9.89098885494127,std
41,relu,4,8,30,False,336,2.8849189933954156,std
42,relu,4,8,36,True,336,10.224142321391218,std
43,relu,4,8,36,False,336,2.6723287661028525,std
44,relu,4,8,42,True,336,9.962009342600362,std
45,relu,4,8,42,False,336,2.5665246987052055,std
46,relu,4,8,48,True,336,10.595593471362928,std
47,relu,4,8,48,False,336,3.0362803205752957,std
48,relu,5,8,6,True,336,4.762820632005116,std
49,relu,5,8,6,False,336,2.3163390777906963,std
50,relu,5,8,12,True,336,6.51537164474982,std
51,relu,5,8,12,False,336,2.927306448163781,std
52,relu,5,8,18,True,336,9.28522745251965,std
53,relu,5,8,18,False,336,2.1806406672132463,std
54,relu,5,8,24,True,336,8.685415467634908,std
55,relu,5,8,24,False,336,2.481701950561513,std
56,relu,5,8,30,True,336,9.065557265804337,std
57,relu,5,8,30,False,336,2.1814337960630596,std
58,relu,5,8,36,True,336,10.581741975547821,std
59,relu,5,8,36,False,336,2.411603577399474,std
60,relu,5,8,42,True,336,9.571147453485418,std
61,relu,5,8,42,False,336,2.3503027362861713,std
62,relu,5,8,48,True,336,10.176995249614585,std
63,relu,5,8,48,False,336,2.613797596478794,std
64,relu,6,8,6,True,336,4.852254346794027,std
65,relu,6,8,6,False,336,2.4181169815641304,std
66,relu,6,8,12,True,336,6.263046572252317,std
67,relu,6,8,12,False,336,2.154256760272747,std
68,relu,6,8,18,True,336,9.157645507712278,std
69,relu,6,8,18,False,336,2.4727517710341966,std
70,relu,6,8,24,True,336,6.911250332046082,std
71,relu,6,8,24,False,336,2.9801649218306565,std
72,relu,6,8,30,True,336,9.10708529695188,std
73,relu,6,8,30,False,336,2.442857410867841,std
74,relu,6,8,36,True,336,10.285145152533786,std
75,relu,6,8,36,False,336,2.372564077003272,std
76,relu,6,8,42,True,336,10.686116056943103,std
77,relu,6,8,42,False,336,2.1909147784166128,std
78,relu,6,8,48,True,336,9.934184254056415,std
79,relu,6,8,48,False,336,2.517099784742,std
80,relu,7,8,6,True,336,4.87665702289077,std
81,relu,7,8,6,False,336,2.527359719356496,std
82,relu,7,8,12,True,336,5.375584455416915,std
83,relu,7,8,12,False,336,2.525073534930588,std
84,relu,7,8,18,True,336,8.970044978039459,std
85,relu,7,8,18,False,336,2.7709995571786696,std
86,relu,7,8,24,True,336,7.194644898539119,std
87,relu,7,8,24,False,336,2.3694123063028063,std
88,relu,7,8,30,True,336,9.819394815414785,std
89,relu,7,8,30,False,336,2.5009901214112045,std
90,relu,7,8,36,True,336,10.597344878522396,std
91,relu,7,8,36,False,336,2.1516265582668326,std
92,relu,7,8,42,True,336,9.419830053730221,std
93,relu,7,8,42,False,336,2.4497806750967985,std
94,relu,7,8,48,True,336,10.305481737088849,std
95,relu,7,8,48,False,336,2.191645764470676,std
96,relu,8,8,6,True,336,5.979567567632328,std
97,relu,8,8,6,False,336,2.292590100799119,std
98,relu,8,8,12,True,336,6.338164414452923,std
99,relu,8,8,12,False,336,2.592668740082053,std
100,relu,8,8,18,True,336,9.228954642866118,std
101,relu,8,8,18,False,336,2.310640475548678,std
102,relu,8,8,24,True,336,6.974507662678564,std
