,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,3,mean_squared_error,10,1,sigmoid,2.680175134808409,48,minmax2
1,tanh,1200,3,mean_squared_error,12,1,sigmoid,3.345231392163634,48,minmax2
2,tanh,1200,3,mean_squared_error,14,1,sigmoid,2.54923560712845,48,minmax2
3,tanh,1200,3,mean_squared_error,16,1,sigmoid,2.7696104086373476,48,minmax2
4,tanh,1200,3,mean_squared_error,18,1,sigmoid,1.9595554827344699,48,minmax2
5,tanh,1200,3,mean_squared_error,20,1,sigmoid,2.5159636051813314,48,minmax2
6,tanh,1200,3,mean_squared_error,22,1,sigmoid,2.2756741647824437,48,minmax2
7,tanh,1200,3,mean_squared_error,24,1,sigmoid,2.2189316889380213,48,minmax2
8,tanh,1200,3,mean_squared_error,26,1,sigmoid,1.8369095429092746,48,minmax2
9,tanh,1200,3,mean_squared_error,28,1,sigmoid,1.8913146397491205,48,minmax2
10,tanh,1200,3,mean_squared_error,30,1,sigmoid,2.00869042597202,48,minmax2
11,tanh,1200,3,mean_squared_error,32,1,sigmoid,1.8022193138688847,48,minmax2
12,sigmoid,1200,3,mean_squared_error,10,1,sigmoid,4.671374859289128,48,minmax2
13,sigmoid,1200,3,mean_squared_error,12,1,sigmoid,2.5908137032682297,48,minmax2
14,sigmoid,1200,3,mean_squared_error,14,1,sigmoid,4.622446829051578,48,minmax2
15,sigmoid,1200,3,mean_squared_error,16,1,sigmoid,2.6835389610409583,48,minmax2
16,sigmoid,1200,3,mean_squared_error,18,1,sigmoid,4.224323993622527,48,minmax2
17,sigmoid,1200,3,mean_squared_error,20,1,sigmoid,5.763311225896377,48,minmax2
18,sigmoid,1200,3,mean_squared_error,22,1,sigmoid,2.381550878409215,48,minmax2
19,sigmoid,1200,3,mean_squared_error,24,1,sigmoid,2.931018068812347,48,minmax2
20,sigmoid,1200,3,mean_squared_error,26,1,sigmoid,2.5206737714235503,48,minmax2
21,sigmoid,1200,3,mean_squared_error,28,1,sigmoid,3.5606255468510155,48,minmax2
22,sigmoid,1200,3,mean_squared_error,30,1,sigmoid,2.835607236586327,48,minmax2
23,sigmoid,1200,3,mean_squared_error,32,1,sigmoid,5.010691182803384,48,minmax2
