,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,3,mean_squared_error,10,1,sigmoid,2.661215701113685,72,minmax2
1,tanh,1200,3,mean_squared_error,12,1,sigmoid,3.284508944623286,72,minmax2
2,tanh,1200,3,mean_squared_error,14,1,sigmoid,2.8197287654897356,72,minmax2
3,tanh,1200,3,mean_squared_error,16,1,sigmoid,3.325140451164196,72,minmax2
4,tanh,1200,3,mean_squared_error,18,1,sigmoid,2.0408969920097,72,minmax2
5,tanh,1200,3,mean_squared_error,20,1,sigmoid,2.9350624266612093,72,minmax2
6,tanh,1200,3,mean_squared_error,22,1,sigmoid,2.705748408736135,72,minmax2
7,tanh,1200,3,mean_squared_error,24,1,sigmoid,2.45054264520418,72,minmax2
8,tanh,1200,3,mean_squared_error,26,1,sigmoid,2.2568996162372965,72,minmax2
9,tanh,1200,3,mean_squared_error,28,1,sigmoid,1.94229744361108,72,minmax2
10,tanh,1200,3,mean_squared_error,30,1,sigmoid,1.9195192496081446,72,minmax2
11,tanh,1200,3,mean_squared_error,32,1,sigmoid,1.8622699058461891,72,minmax2
12,sigmoid,1200,3,mean_squared_error,10,1,sigmoid,5.058160843048396,72,minmax2
13,sigmoid,1200,3,mean_squared_error,12,1,sigmoid,2.6610513869709793,72,minmax2
14,sigmoid,1200,3,mean_squared_error,14,1,sigmoid,4.7861880338672895,72,minmax2
15,sigmoid,1200,3,mean_squared_error,16,1,sigmoid,2.69861943868902,72,minmax2
16,sigmoid,1200,3,mean_squared_error,18,1,sigmoid,4.176857464396435,72,minmax2
17,sigmoid,1200,3,mean_squared_error,20,1,sigmoid,5.584925963749302,72,minmax2
18,sigmoid,1200,3,mean_squared_error,22,1,sigmoid,2.425295491842306,72,minmax2
19,sigmoid,1200,3,mean_squared_error,24,1,sigmoid,3.009497416953014,72,minmax2
20,sigmoid,1200,3,mean_squared_error,26,1,sigmoid,2.5437008903559337,72,minmax2
21,sigmoid,1200,3,mean_squared_error,28,1,sigmoid,3.6273832337340703,72,minmax2
22,sigmoid,1200,3,mean_squared_error,30,1,sigmoid,2.86467700984266,72,minmax2
23,sigmoid,1200,3,mean_squared_error,32,1,sigmoid,4.820241823037194,72,minmax2
