,activation,batch_size,input_dim,loss,nodes,output_dim,recurrent_activation,score,timesteps,preproc
0,tanh,1200,4,mean_squared_error,10,1,sigmoid,2.641032326248265,168,minmax2
1,tanh,1200,4,mean_squared_error,12,1,sigmoid,3.6333014536435635,168,minmax2
2,tanh,1200,4,mean_squared_error,14,1,sigmoid,3.260494629428129,168,minmax2
3,tanh,1200,4,mean_squared_error,16,1,sigmoid,3.4143037259544298,168,minmax2
4,tanh,1200,4,mean_squared_error,18,1,sigmoid,2.2761413233957795,168,minmax2
5,tanh,1200,4,mean_squared_error,20,1,sigmoid,2.6069092279107564,168,minmax2
6,tanh,1200,4,mean_squared_error,22,1,sigmoid,2.3009687886170838,168,minmax2
7,tanh,1200,4,mean_squared_error,24,1,sigmoid,2.551280693749401,168,minmax2
8,tanh,1200,4,mean_squared_error,26,1,sigmoid,2.3322238697519273,168,minmax2
9,tanh,1200,4,mean_squared_error,28,1,sigmoid,2.1546385102381147,168,minmax2
10,tanh,1200,4,mean_squared_error,30,1,sigmoid,1.778723791345511,168,minmax2
11,tanh,1200,4,mean_squared_error,32,1,sigmoid,1.947060345505961,168,minmax2
12,sigmoid,1200,4,mean_squared_error,10,1,sigmoid,6.90017719412339,168,minmax2
13,sigmoid,1200,4,mean_squared_error,12,1,sigmoid,3.030909706009247,168,minmax2
14,sigmoid,1200,4,mean_squared_error,14,1,sigmoid,6.113808242424936,168,minmax2
15,sigmoid,1200,4,mean_squared_error,16,1,sigmoid,3.0265669678939657,168,minmax2
16,sigmoid,1200,4,mean_squared_error,18,1,sigmoid,5.997921070228921,168,minmax2
17,sigmoid,1200,4,mean_squared_error,20,1,sigmoid,7.64822480833314,168,minmax2
18,sigmoid,1200,4,mean_squared_error,22,1,sigmoid,2.660048104469002,168,minmax2
19,sigmoid,1200,4,mean_squared_error,24,1,sigmoid,3.8994646291270993,168,minmax2
20,sigmoid,1200,4,mean_squared_error,26,1,sigmoid,2.7163586898062224,168,minmax2
21,sigmoid,1200,4,mean_squared_error,28,1,sigmoid,5.115185487114601,168,minmax2
22,sigmoid,1200,4,mean_squared_error,30,1,sigmoid,3.308309405233084,168,minmax2
23,sigmoid,1200,4,mean_squared_error,32,1,sigmoid,6.629136857957108,168,minmax2
